Name	Contrast	Age	Time from diagnosis	Sign	Significance	Comment	Population	N Case	N Control	Author	Year	Journal	Source	URL	Authors
TG(18:0/18:1/18:1)	PT1D/CTR	0-1 y		-1	p < 0.05		Finland	46	58	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:0/18:1/18:1)	PT1D/CTR	1-2 y		-1	p < 0.05		Finland	42	53	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:0/18:1/18:1)	PT1D/CTR	2-3 y		-1	p < 0.05		Finland	35	50	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:0/18:1/18:1)	PT1D/CTR	3-4 y		-1	p < 0.05		Finland	26	54	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:0/18:1/18:1)	PT1D/CTR	6-7 y		-1	p < 0.05		Finland	10	33	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:0/18:1/18:1)	PT1D/CTR	8-9 y		-1	p < 0.05		Finland	8	17	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:1/18:1/18:1)	PT1D/CTR	0-1 y		-1	p < 0.05		Finland	46	58	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:2/18:1/18:1)	PT1D/CTR	1-2 y		-1	p < 0.05		Finland	42	53	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:1/18:2/18:2)	PT1D/CTR	0-1 y		-1	p < 0.05		Finland	46	58	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(18:1/18:2/18:2)	PT1D/CTR	1-2 y		-1	p < 0.05		Finland	42	53	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(56:6)	PT1D/CTR	0-1 y		-1	p < 0.05		Finland	46	58	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
TG(56:6)	PT1D/CTR	1-2 y		-1	p < 0.05		Finland	42	53	Oresic	2008	Journal of Experimental Medicine	Figure 3a	https://doi.org/10.1084/jem.20081800	"Matej Ores?ic?, Satu Simell, Marko Sysi-Aho, Kirsti Na?nto?-Salonen, Tuulikki Seppa?nen-Laakso, Vilhelmiina Parikka, Mikko Katajamaa, Anne Hekkala, Ismo Mattila, Pa?ivi Keskinen, Laxman Yetukuri, Arja Reinikainen, Jyrki La?hde, Tapani Suortti, Jari Hakalax, Tuula Simell, Heikki Hyo?ty, Riitta Veijola, Jorma Ilonen, Riitta Lahesmaa, Mikael Knip, Olli Simell"
															
LPC(20:4)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
LPC(22:6)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
PC(40:5)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
SM(d16:1/18:1)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(46:2)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(48:1)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(49:2)	PT1D/P1Ab	Birth		-1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
															
CE(18:2)	PT1D/CTR	Birth		1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(46:1)	PT1D/CTR	Birth		-1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(46:2)	PT1D/CTR	Birth		-1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(47:1)	PT1D/CTR	Birth		-1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(48:1)	PT1D/CTR	Birth		-1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(51:3)	PT1D/CTR	Birth		1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
TG(58:1)	PT1D/CTR	Birth		1	p < 0.05		Finland	30	38	Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
															
LPC(22:6)	P1Ab/CTR	Birth		1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
PC(37:3)	P1Ab/CTR	Birth		1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
PC(40:5)	P1Ab/CTR	Birth		1	p < 0.05		Finland			Lamichhane	2019	Biomolecules	Figure 1	https://doi.org/10.3390/biom9010033	"Santosh Lamichhane, Linda Ahonen, Thomas Sparholt Dyrlund, Esko Kemppainen, Heli Siljander, Heikki Hyöty, Jorma Ilonen, Jorma Toppari, Riitta Veijola, Tuulia Hyötyläinen, Mikael Knip, Matej Oresic "
															
CE(16:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
CE(16:2)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
CE(18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
CE(18:2)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
CE(18:3)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
CE(22:5)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
CE(22:6)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(14:0/16:0)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(14:0/16:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(14:0/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(14:0/18:2)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(16:0/16:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(16:0/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(16:1/16:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(16:1/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
DG(18:1/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(14:0/16:1/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(14:0/16:1/18:2)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(14:1/16:1/18:0)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(16:0/16:1/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(16:1/16:1/16:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(16:1/16:1/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(16:1/18:1/18:1)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
TG(16:1/18:1/18:2)	Change in C-peptide	< 17 y	6 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 3	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
															
LPC(20:2)	Change in C-peptide	< 17 y	1 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 4	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
LPC(22:5)	Change in C-peptide	< 17 y	1 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 4	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
SM(32:0)	Change in C-peptide	< 17 y	1 m	-1	adj p < 0.05		Denmark	123		Overgaard	2018	Metabolomics	Table 4	https://doi.org/10.1007/s11306-018-1456-3	"Anne Julie Overgaard, Jacquelyn M. Weir, Kaushala Jayawardana, Henrik Bindesbøl Mortensen, Flemming Pociot, Peter J. Meikle"
															
Cer(d18:1/22:6)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652 	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
DG(33:5)	AB+/AB-	0-2 y			p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652 	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
LysoPC(18:3)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
PC(34:3)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
PC(36:4)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
PC(36:5)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
PC(38:5)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
PC(40:7)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
PE(34:4e)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
TG(16:0/18:1/16:0)	AB+/AB-	0-2 y		1	p < 0.05		Germany	13	13	Pflueger	2011	Diabetes	Supplementary Table 3	https://doi.org/10.2337/db10-1652	"Maren Pflueger, Tuulikki Seppänen-Laakso, Tapani Suortti, Tuulia Hyötyläinen, Peter Achenbach, Ezio Bonifacio, Matej Oreši?, Anette-G. Ziegler"
